word,sentiment
"['냄새', '고약', '빼놨']",disgust
"['방향제', '처리']",disgust
"['구매', '노트북', '도착']",happiness
"['노트북', '만화', '작업']",happiness
"['쓰레기', '쓰레기통', '냄새']",disgust
"['식물', '쓰레기', '내가', '그것']",disgust
"['방향제', '냄새']",disgust
"['라도', '발견', '다행', '벌레']",disgust
[],fear
"['내가', '동안', '비가', '우리', '동네', '고립']",fear
"['휴가', '엉망']",angry
"['태풍', '때문', '여행', '가게']",angry
[],fear
['그것'],angry
"['화장실', '청소', '곰팡이', '지질']",angry
['기분'],angry
['스트레스'],angry
"['코로나', '때문', '재택근무', '시작', '집안', '마음']",sadness
[],sadness
"['해피', '산책']",surprise
['목줄'],surprise
['천둥'],surprise
"['지금', '생각', '심장']",surprise
"['천둥', '천둥소리', '소리', '때문']",surprise
"['피해', '다행']",surprise
"['이번', '마라톤', '기록', '갱신']",happiness
"['아마', '어지']",happiness
"['완전', '이번', '결승선', '기록', '진짜']",happiness
['새끼'],angry
"['요즘', '주식']",sadness
"['코로나', '신약', '신약개발', '개발', '회사', '거기', '투자']",sadness
[],sadness
"['오늘', '짭새', '새끼', '구경']",neutral
[],surprise
"['구경', '사람']",neutral
"['어제', '천둥', '천둥번개', '번개']",surprise
"['사람', '정확', '이유']",neutral
"['지금', '어제']",surprise
[],surprise
"['내일', '날씨', '우산', '감기', '건강']",neutral
['우리집'],fear
"['지금', '비가', '우리', '집이', '지대', '홍수', '때문']",fear
['짭새들'],neutral
"['거기', '정도', '구경', '사람']",neutral
"['새끼', '결혼', '히스테리', '나한', '나한테']",angry
[],angry
"['내일', '친구', '약속', '무엇']",neutral
['고생'],happiness
['음악'],happiness
"['친구', '약속']",happiness
['우울'],sadness
"['코로나', '때문', '회사', '재택근무']",sadness
"['사람', '활동', '이것']",sadness
"['요즘', '이해']",angry
"['유명', '유튜버들', '뒷광고', '광고']",angry
"['실망', '사람']",angry
['영상'],angry
"['우리', '주변', '물바다']",fear
"['사방', '물바다']",fear
['우리'],fear
"['이벤트', '당첨']",happiness
"['유명', '인플', '서가', '이벤트']",happiness
"['선물', '향순']",happiness
"['휴가', '첫날', '하루', '하루종일', '종일', '비가', '오고']",angry
"['동해', '바다']",angry
"['게임', '영화']",angry
"['해피', '목줄']",surprise
['아저씨'],surprise
"['지금', '걱정']",surprise
"['이번', '마라톤', '대회', '기록', '향상']",happiness
[],fear
"['운동', '출전', '사람']",happiness
"['요즘', '주식']",sadness
[],fear
"['친구', '연락', '하자']",sadness
"['주식', '생명', '생명과학', '과학', '분야']",sadness
['가격'],sadness
[],surprise
['자랑'],happiness
"['잠결', '폭탄', '소리']",surprise
"['반전', '폭탄', '소리', '천둥']",surprise
"['휴가', '엉망']",angry
['엉망'],angry
[],angry
"['화장실', '청소']",angry
"['하루', '하루종일', '종일', '화장실', '청소']",angry
[],angry
['목줄'],surprise
['걱정'],surprise
['혼자'],happiness
"['나도', '구경']",neutral
"['요즘', '주식']",sadness
"['짭새', '구경']",neutral
"['주식', '가격', '폭락']",sadness
"['우리', '동네', '짭새']",neutral
['구경'],neutral
"['케이트', '근처']",neutral
"['새끼', '또라이']",angry
['음악'],angry
[],surprise
"['쓰레기', '쓰레기통', '냄새', '나기']",disgust
"['내가', '청소']",disgust
['지금'],disgust
['다음'],disgust
[],angry
"['구매', '노트북', '오늘', '도착']",happiness
[],happiness
['설명서'],happiness
['나열'],happiness
"['친구', '무엇']",neutral
"['강남', '강남역', '주변']",neutral
['프로젝트'],happiness
[],happiness
[],sadness
[],sadness
[],angry
['실망'],angry
[],angry
['냄새'],disgust
[],disgust
[],disgust
"['처리', '겠어']",disgust
[],angry
['우산'],neutral
[],neutral
"['짭새', '구경']",neutral
"['내가', '이벤트', '당첨']",happiness
"['주변', '사람', '이벤트', '당첨', '선물', '자랑']",happiness
['산책'],surprise
"['해피', '목줄']",surprise
"['해피', '때문']",surprise
"['해피', '사람']",surprise
"['마음', '진정']",surprise
"['요즘', '주식']",sadness
"['지인', '주식', '해보', '추천']",sadness
"['전자', '종목', '전망', '구입']",sadness
"['시간', '주식']",sadness
['프로젝트'],happiness
"['오늘', '최종', '발표']",happiness
"['동안', '친구', '계획', '겠어']",happiness
"['여행', '계획']",happiness
"['내일', '친구', '무엇']",neutral
"['친구', '일식']",neutral
"['화장실', '청소', '곰팡이']",angry
"['청소', '곰팡이', '지질']",angry
"['장마철', '곰팡이', '신경']",angry
"['요즘', '이해']",angry
"['유튜버', '뒷광고', '광고', '사과', '영상']",angry
"['사과', '영상', '자기', '변명']",angry
"['화가', '마음', '영상']",angry
"['휴가', '엉망']",angry
"['오늘', '일주일', '일주일동안', '동안', '휴가', '기간', '계속', '비가', '온대']",angry
"['오랜만', '가족', '동해', '바다']",angry
"['일년만', '휴가', '아무데']",angry
"['소식', '휴가', '방법', '겠어']",angry
"['축하', '기분']",happiness
"['내가', '마라톤', '대회', '출전', '예전', '기록']",happiness
"['동안', '결승선', '통과', '순간', '기분']",happiness
['크루'],happiness
"['쓰레기', '쓰레기통', '냄새']",disgust
"['냄새', '독해', '빼놨']",disgust
"['냄새', '방향제', '처리']",disgust
"['만원', '노트북', '구입', '배송', '걱정']",happiness
"['제품', '문제']",happiness
"['노트북', '사용', '보험', '가입', '생각']",happiness
[],fear
['혼자'],fear
"['내가', '동안', '비가', '우리', '동네', '고립']",fear
['주변'],fear
[],fear
[],sadness
"['코로나', '때문', '재택근무', '시작', '마음']",sadness
"['음악', '기분']",sadness
"['노래', '영화']",sadness
[],surprise
['천둥'],surprise
"['천둥', '소리']",surprise
"['피해', '다행']",surprise
"['내가', '피해', '다행']",surprise
"['음악', '기분', '겠어']",angry
"['음악', '기분', '겠어']",angry
"['오늘', '짭새', '새끼', '구경']",neutral
"['구경', '사람']",neutral
"['사람', '정확']",neutral
"['오늘', '짭새', '새끼', '구경']",neutral
"['내일', '소식', '사무실', '우산']",neutral
"['내일', '날씨', '우산', '건강']",neutral
"['오늘', '짭새', '새끼', '구경']",neutral
"['구경', '사람']",neutral
"['거기', '정도', '구경', '사람']",neutral
['초등학교'],neutral
[],neutral
"['요즘', '장마', '장마잖']",neutral
"['장마', '우울']",neutral
['저기'],neutral
[],neutral
"['내일', '친구', '무엇']",neutral
[],neutral
['양식'],neutral
[],neutral
[],neutral
['프로젝트'],happiness
[],happiness
"['그것', '요새', '노래', '신곡', '하나']",happiness
"['그것', '약속', '겠어']",happiness
"['휴가', '주말', '겠다', '그것']",happiness
[],sadness
"['코로나', '때문']",sadness
['추천'],sadness
"['그거', '기운']",sadness
"['요새', '유튜버들', '버들', '뒷광고', '광고', '장난']",angry
"['실망', '거잖']",angry
[],angry
"['이벤트', '당첨']",happiness
"['완전', '싸가지', '향순데', '당첨', '기분']",happiness
"['자랑', '자랑하래', '하래']",happiness
"['구매', '노트북', '도착']",happiness
"['부족', '만원']",happiness
"['확인', '누구', '책임']",happiness
"['편집', '할거', '할거지롱', '지롱', '영상', '음악', '작업']",happiness
[],fear
"['휴가', '엉망']",angry
"['휴간', '휴간데', '지금', '장마', '때문', '가지']",angry
"['휴가', '간지']",angry
['난리'],surprise
['심장'],surprise
['축하'],happiness
"['주말', '마라톤', '기록', '갱신']",happiness
['일반인'],happiness
"['크루', '이번', '대회', '혼자']",happiness
"['지인', '해보']",sadness
"['이번', '삼성']",sadness
"['삼성', '주식', '겠지']",sadness
[],surprise
[],surprise
"['그거', '때문']",surprise
['피해'],surprise
"['화장실', '청소', '곰팡이', '지질']",angry
['화가'],angry
"['곰팡이', '제거제']",angry
['구매'],angry
"['쓰레기', '쓰레기통', '냄새']",disgust
['쓰레기'],disgust
['방향제'],disgust
"['새끼', '결혼', '히스테리', '나한', '나한테']",angry
"['짜증', '이해']",angry
"['강남', '강남역']",neutral
"['애피타이', '타이']",neutral
"['리뷰', '완전', '대박', '본데']",neutral
['프로젝트'],happiness
['고생'],happiness
"['친구', '약속']",happiness
"['한동안', '고생', '여행']",happiness
[],sadness
"['회사', '코로나', '때문', '재택근무']",sadness
[],sadness
[],sadness
"['사과', '진정']",angry
['영상'],angry
"['일어', '우리집', '주위', '물바다']",fear
"['새벽', '비가']",fear
['우리'],fear
"['이벤트', '당첨']",happiness
"['유명', '인플', '언서', '이벤트', '그곳', '당첨']",happiness
[],happiness
"['향수', '자랑']",happiness
"['휴가', '엉망']",angry
"['휴가', '비가', '오기']",angry
['영화'],angry
"['우리', '양이', '화가']",neutral
"['추천', '우리']",neutral
['프로젝트'],happiness
[],happiness
"['음악도', '휴식', '겠어']",happiness
"['친구', '요번']",happiness
"['여행', '친구', '혼자', '가기']",happiness
[],sadness
"['음악', '기분', '전환']",sadness
"['추천', '영화', '겠어']",sadness
"['요즘', '이해', '안가']",angry
"['투버들', '버들', '사람', '뒷광고', '광고']",angry
"['실망', '이상']",angry
"['사과', '사람']",angry
[],fear
[],fear
"['휴가', '엉망']",angry
"['휴가', '태풍', '장마']",angry
"['여름', '바다', '수영', '튜브', '물놀이', '할려']",angry
"['일년만', '휴가', '그동안', '시간']",angry
"['그동안', '영화', '겠어']",angry
"['이벤트', '당첨']",happiness
"['그동안', '향수']",happiness
"['친구', '자랑', '그거']",happiness
"['해피', '산책']",surprise
['사람'],surprise
"['진정', '큰일']",surprise
"['축하', '기분']",happiness
"['선수', '운동']",happiness
"['혼자', '연습']",happiness
"['요즘', '주식', '시작']",sadness
"['삼성', '증권', '요즘', '경기']",sadness
['손해'],sadness
"['상황', '손해', '겠지']",sadness
[],surprise
"['천둥', '번개', '소리', '요란']",surprise
[],surprise
['피해'],surprise
"['화장실', '청소', '곰팡이']",angry
['지게'],angry
[],angry
"['구매', '추천']",angry
"['쓰레기', '음식물']",disgust
"['겠어', '냄새']",disgust
['냄새'],disgust
"['제품', '문제', '상품', '최고']",happiness
"['음악도', '쇼핑', '거리']",happiness
"['오늘', '짭새', '구경']",neutral
"['누군가', '사람']",neutral
"['다음', '경찰', '구경']",neutral
"['건강', '걱정']",neutral
"['오늘', '짭새', '구경']",neutral
[],neutral
"['축하', '기분']",happiness
['정도'],happiness
['사실'],happiness
"['노트북', '도착']",happiness
['그래야겠어'],happiness
[],happiness
"['해피', '산책']",surprise
"['반대편', '강아지']",surprise
['다행'],surprise
[],surprise
['지금'],surprise
['지금'],fear
[],fear
[],sadness
[],sadness
['추천'],sadness
"['감사', '감사해']",sadness
"['유튜버들', '광고']",angry
['기분'],angry
"['해피', '산책', '산책하다', '하다']",surprise
"['우리', '반려', '반려견', '해피', '목줄']",surprise
['아저씨'],surprise
"['주변', '사람']",surprise
"['축하', '기분']",happiness
"['선수', '기록', '예전', '단축']",happiness
"['운동', '사람', '이번', '대회', '참가']",happiness
"['요즘', '주식']",sadness
"['친구', '하자']",sadness
"['생명', '생명과학', '과학', '분야', '코로나', '때문', '요즘']",sadness
"['처음', '구매']",sadness
"['폭탄', '소리']",surprise
"['생각', '천둥', '소리']",surprise
['소리'],surprise
['천둥'],surprise
"['우리', '화장실', '환기구', '기구']",angry
"['장마철', '하루', '종일', '화장실', '청소', '기분']",angry
['생각'],angry
"['구매', '제품']",angry
"['나도', '결국']",neutral
"['바리', '바리케이트가', '케이', '트가']",neutral
"['짭새', '우리', '동네']",neutral
"['짭새', '구경', '우산']",neutral
"['환절기', '비염', '아침']",neutral
"['짭새', '구경']",neutral
"['근처', '경찰', '바리', '바리케이트를', '케이', '트를']",neutral
['음악'],angry
['신경'],neutral
"['쓰레기', '쓰레기통', '냄새', '나기']",disgust
"['내가', '쓰레기']",disgust
['표정'],disgust
"['방향제', '냄새', '쓰레기', '이상']",disgust
"['다음', '제때']",disgust
"['알바', '알바비', '거기', '때문']",happiness
"['확인', '생각']",happiness
"['영화', '음악', '다운', '프로젝트']",happiness
"['코로나', '때문', '우울']",sadness
"['보험', '가입']",happiness
"['유튜버들', '버들', '뒷광고', '광고']",angry
['그거'],angry
"['축하', '기분']",happiness
[],surprise
['환기'],angry
[],disgust
[],disgust
"['구매', '노트북']",happiness
[],angry
['구경'],neutral
"['짭새', '구경']",neutral
['우산'],neutral
"['이벤트', '당첨']",happiness
"['인플', '언서', '진행', '이벤트', '거기', '당첨']",happiness
"['당첨', '선물', '향수', '마음']",happiness
"['주변', '사람', '이벤트', '당첨', '선물', '자랑']",happiness
"['해피', '목줄']",surprise
"['마음', '진정']",surprise
"['지인', '주식', '보라', '추천']",sadness
"['전자', '종목', '주식', '구입']",sadness
"['시간', '주식', '손해']",sadness
"['시간', '주식']",sadness
"['프로젝트', '마감']",happiness
"['최종', '발표']",happiness
"['기분', '음악']",happiness
"['시간', '여행', '계획']",happiness
"['시간', '여행', '계획']",happiness
"['강남', '강남역', '무엇']",neutral
"['친구', '분위기', '양식']",neutral
['에피타이저부터'],neutral
"['추천', '친구']",neutral
"['신경', '청소', '곰팡이']",angry
"['장마철', '습기', '곰팡이', '신경']",angry
"['곰팡이', '제거제', '효과']",angry
"['곰팡이', '제거제', '효과', '구매']",angry
"['요즘', '이해']",angry
"['유튜버', '뒷광고', '광고', '사과', '영상']",angry
"['사과', '영상', '사과라', '자기', '변명']",angry
"['기분', '전환', '영상']",angry
"['휴가', '엉망']",angry
"['이번', '이번주', '일주일', '일주일동안', '동안', '휴가', '기간', '계속', '비가', '온대']",angry
"['일년만', '휴가']",angry
"['휴가', '기간', '비소식', '소식']",angry
"['축하', '기분']",happiness
"['내가', '킬로미터', '마라톤', '대회', '출전', '예전', '기록', '갱신']",happiness
"['내가', '운동', '마라톤', '대회', '출전']",happiness
"['동안', '결승선', '통과', '순간', '기분']",happiness
['크루'],happiness
"['쓰레기', '쓰레기통', '냄새']",disgust
"['냄새', '날파리']",disgust
"['방향제', '처리', '냄새']",disgust
[],disgust
"['구매', '노트북', '도착']",happiness
"['백오십만원', '오십', '노트북', '구입', '배송', '걱정']",happiness
"['노트북', '문제']",happiness
"['노트북', '만화', '작업', '완성']",happiness
"['노트북', '사용', '보험', '생각']",happiness
[],fear
['혼자'],fear
"['내가', '동안', '우리', '동네', '고립']",fear
['주변'],fear
[],fear
[],sadness
"['코로나', '코로나때문', '때문', '재택근무', '시작', '마음']",sadness
['기력'],sadness
"['와우', '내가', '기분', '추천']",sadness
"['우울', '기분', '노래', '영화']",sadness
[],surprise
['천둥'],surprise
"['천둥', '천둥소리', '소리', '때문']",surprise
"['지금', '천둥', '때문']",surprise
"['피해', '다행']",surprise
"['짜증', '새끼', '가지']",angry
"['네가', '짜증', '짜증내고', '내고']",angry
"['기분', '음악', '겠어']",angry
"['오늘', '짭새들', '구경']",neutral
['사람'],neutral
"['구경', '사람']",neutral
"['오늘', '짭새', '새끼', '구경']",neutral
"['내일', '비소식', '소식', '온대', '사무실', '우산']",neutral
"['네가', '날씨', '내일', '우산', '건강']",neutral
"['오늘', '짭새', '새끼', '구경']",neutral
"['사람', '구경']",neutral
"['정도', '구경']",neutral
"['내일', '친구', '무엇', '고민']",neutral
"['양식', '친구', '일식']",neutral
['에피타이저'],neutral
['리뷰'],neutral
['프로젝트'],happiness
"['시간', '달간', '고생']",happiness
['음악'],happiness
"['구들', '약속']",happiness
"['구들', '계획']",happiness
[],sadness
"['코로나', '때문', '회사', '재택', '재택근무', '근무']",sadness
"['사람', '활동']",sadness
"['음악', '기분']",sadness
"['영화', '완전']",sadness
['요즘'],angry
"['유명', '유튜버들', '뒷광고', '광고']",angry
"['사과', '발뺌']",angry
"['실망', '사과', '진중']",angry
"['기분', '전환', '영상']",angry
['혼자'],fear
"['주변', '물바다']",fear
"['혼자', '주위', '사람', '피신']",fear
[],fear
[],fear
"['유명', '인플', '서가', '이벤트']",happiness
"['한명', '내가']",happiness
['향수'],happiness
"['얘기', '향수']",happiness
"['휴가', '엉망진창']",angry
"['휴가', '비가', '오기']",angry
"['여름휴가', '여름', '바다']",angry
['회사'],angry
['영화'],angry
"['오늘', '짭새', '구경']",neutral
"['짭새라', '표현', '나도', '초등학교']",neutral
"['다음', '조심', '구경', '얼마']",neutral
[],sadness
['지네'],sadness
"['완전', '침대', '일어']",sadness
"['음악', '추천']",sadness
"['해피', '산책', '산책하다', '하다']",surprise
"['해피', '목줄']",surprise
"['완전', '마음', '향수']",happiness
"['주변', '사람', '위로', '위로해', '주더']",surprise
"['지금', '진정']",surprise
"['축하', '기분']",happiness
"['선수', '기록']",happiness
"['결승선', '통과', '순간']",happiness
"['운동', '대회', '출전', '사람']",happiness
"['요즘', '주식', '상황', '심각']",sadness
"['친구', '주식', '충동적']",sadness
"['주식', '자체', '바이오', '코로나', '상황']",sadness
"['처음', '주식']",sadness
"['당장', '생각', '손해']",sadness
[],surprise
"['잠결', '폭발음', '리더', '전쟁']",surprise
"['폭발음', '천둥', '천둥소리', '소리']",surprise
"['장마철', '천둥']",surprise
['천둥'],surprise
"['우리집', '화장실', '청소', '곰팡이', '사라지']",angry
"['우리', '화장실', '환기구', '기구']",angry
"['장마철', '하루', '종일', '화장실', '청소']",angry
"['곰팡이', '제거제', '생각']",angry
['지금'],angry
"['상사', '상사새끼', '새끼', '지랄']",angry
['거지'],angry
"['기분', '음악', '선택']",angry
[],fear
['봤지'],neutral
"['바리', '바리케이트를', '케이', '트를']",neutral
"['오늘', '짭새', '구경']",neutral
"['짭새', '구경', '우산']",neutral
"['환절기', '비염']",neutral
['무엇'],neutral
"['강남', '강남역', '주변']",neutral
"['이야기', '양식']",neutral
"['오늘', '짭새', '구경']",neutral
"['나도', '봤어']",neutral
"['분위기', '바리', '바리케이트를', '케이', '트를', '바람', '구경']",neutral
[],neutral
[],happiness
[],happiness
"['구매', '노트북', '오늘', '도착']",happiness
"['알바', '알바비', '산거']",happiness
['설명서'],happiness
"['영화', '음악도', '다운', '프로젝트']",happiness
['약속'],happiness
['가입'],happiness
[],sadness
['생각'],sadness
[],sadness
"['휴가', '엉망']",angry
"['축하', '기분']",happiness
"['마라톤', '기록', '갱신']",happiness
[],happiness
[],surprise
"['천둥', '번개', '때문']",surprise
"['요즘', '주식']",sadness
[],sadness
[],surprise
"['퇴근', '회사', '연락']",neutral
"['과장', '나한', '나한테', '일감']",neutral
"['이번', '큰맘', '만원']",happiness
"['확인', '겠어']",happiness
"['두고', '일자리']",neutral
"['자기', '얘기']",neutral
"['내일', '친구', '무엇']",neutral
"['강남', '강남역', '친구']",neutral
"['오랜만', '친구', '일식']",neutral
['에피타이저부터'],neutral
"['네가', '추천']",neutral
"['오늘', '발표']",happiness
['음악'],happiness
"['한동안', '친구']",happiness
"['여행', '계획']",happiness
"['요즘', '이해']",angry
"['유튜버', '뒷광고', '광고', '배신감']",angry
"['사과', '영상', '사과라', '자기', '변명', '화가']",angry
"['기분', '기분전환', '전환', '영상']",angry
"['이벤트', '당첨']",happiness
"['인플', '언서', '진행', '이벤트', '거기', '당첨']",happiness
"['당첨자', '내가', '당첨']",happiness
"['당첨', '선물', '향수', '마음']",happiness
"['주변', '사람', '이벤트', '당첨', '선물', '자랑']",happiness
"['휴가', '엉망']",angry
"['오늘', '일주일', '휴가', '기간', '비가', '온대']",angry
"['오랜만', '가족', '동해', '바다']",angry
['휴가'],angry
"['휴가', '기간', '비소식', '소식', '겠어']",angry
[],sadness
"['코로나', '때문', '재택근무', '시작']",sadness
"['재택', '근무', '기력']",sadness
"['우울', '기분', '음악']",sadness
[],sadness
"['청소', '곰팡이']",angry
"['곰팡이', '제거제', '효과']",angry
"['곰팡이', '제거제', '효과', '구매']",angry
"['축하', '기분']",happiness
"['내가', '마라톤', '대회', '출전', '예전', '기록', '갱신']",happiness
"['내가', '운동', '마라톤', '대회']",happiness
"['동안', '결승선', '통과', '순간', '기분']",happiness
['크루'],happiness
"['쓰레기', '쓰레기통', '냄새']",disgust
"['내가', '음식물', '쓰레기', '냄새']",disgust
"['냄새', '지금']",disgust
"['냄새', '방향제', '처리']",disgust
"['냄새', '날파리', '청소']",disgust
"['구매', '노트북', '도착']",happiness
"['제품', '문제']",happiness
"['노트북', '만화', '작업']",happiness
"['노트북', '가입', '보험', '필요']",happiness
"['해피', '산책']",surprise
"['해피', '목줄']",surprise
"['내가', '해피', '때문']",surprise
"['해피', '사람']",surprise
"['아까', '지금', '마음']",surprise
"['요즘', '주식']",sadness
"['전자', '종목', '구입']",sadness
['주식'],sadness
"['시간', '주식']",sadness
[],surprise
"['천둥', '소리']",surprise
"['천둥', '때문', '마음', '진정']",surprise
"['피해', '다행']",surprise
[],fear
['혼자'],fear
"['내가', '동안', '비가', '우리', '동네', '고립']",fear
['주변'],fear
['다행'],fear
"['짜증', '새끼']",angry
"['나한', '나한테', '짜증']",angry
"['음악', '기분', '겠어']",angry
"['오늘', '짭새', '새끼', '구경']",neutral
"['구경', '사람', '정확']",neutral
"['정도', '구경', '사람']",neutral
"['오늘', '짭새', '새끼', '구경']",neutral
"['내일', '비가', '온대']",neutral
"['네가', '내일', '날씨', '우산']",neutral
"['오늘', '짭새', '새끼', '구경']",neutral
"['구경', '사람']",neutral
"['정확', '싸움', '짭새들']",neutral
[],surprise
['천둥'],surprise
[],surprise
"['퇴근', '회사', '전화']",neutral
['지금'],surprise
"['과장', '전화', '업무']",neutral
['심장'],surprise
['사람'],neutral
"['회사', '마음', '이야기', '사람']",neutral
"['이야기', '마음']",neutral
"['요즘', '주식']",sadness
"['친구', '추천', '주식']",sadness
['주식'],sadness
['손해'],sadness
['그럴려고'],sadness
"['먼데', '강남', '강남역']",neutral
"['오랜만', '양식']",neutral
[],neutral
"['감사', '감사해']",neutral
"['휴가', '엉망']",angry
"['요즘', '휴가']",angry
"['바닷가', '제주', '제주도']",angry
"['만인', '요즘', '코로나', '때문']",angry
[],angry
['프로젝트'],happiness
"['최종', '발표']",happiness
['그것'],happiness
['주말'],happiness
"['여행', '요즘', '코로나']",happiness
"['겠어', '그동안']",happiness
"['음악', '겠어']",happiness
"['친구', '랬동안', '동안']",happiness
"['여행', '혼자', '재미']",happiness
[],sadness
"['코로나', '때문']",sadness
"['재미', '의욕']",sadness
"['추천', '그거', '기분', '전환']",angry
"['내일', '친구', '무엇', '고민']",neutral
['에피타이저'],neutral
[],fear
"['평점', '리뷰']",neutral
[],fear
['전화'],fear
[],fear
[],fear
"['그동안', '향수']",happiness
"['친구', '자랑', '그거']",happiness
['프로젝트'],happiness
"['달간', '고생']",happiness
['음악'],happiness
"['휴가', '엉망']",angry
"['친구', '약속']",happiness
"['휴가', '장마', '태풍']",angry
"['친구', '여행', '계획']",happiness
[],sadness
"['여름', '바다', '수영', '물놀이', '할려']",angry
"['그동안', '휴가']",angry
"['겠지', '영화', '겠어']",angry
"['영화', '대박']",sadness
"['유명', '유튜버들', '뒷광고', '광고']",angry
"['해피', '산책']",surprise
"['해피', '목줄', '도망']",surprise
"['진정', '당황']",surprise
"['비가', '그것']",fear
['우리'],fear
['기분'],happiness
"['유명', '인플', '서가', '이벤트']",happiness
"['혼자', '연습']",happiness
['향수'],happiness
"['선물', '할려']",happiness
"['요즘', '주식']",sadness
"['휴가', '엉망진창']",angry
"['지인', '소개']",sadness
[],surprise
"['천둥', '번개', '소리', '요란']",surprise
[],surprise
['지금'],surprise
"['피해', '피곤']",surprise
"['환기', '이사']",angry
[],angry
"['곰팡이', '냄새']",angry
"['구매', '추천']",angry
"['쓰레기', '쓰레기통', '냄새']",disgust
['쓰레기'],disgust
"['겠어', '냄새', '지독', '벌레']",disgust
"['겠지', '냄새', '걱정']",disgust
['겠어'],disgust
"['구매', '노트북', '도착']",happiness
"['만원', '요번']",happiness
"['제품', '문제', '노트북', '마음']",happiness
"['영화', '음악도', '쇼핑']",happiness
['보험'],happiness
"['오늘', '짭새', '구경']",neutral
"['누군가', '사람']",neutral
"['경찰', '구경']",neutral
"['오늘', '짭새', '구경']",neutral
"['날씨', '우산', '내일', '걱정', '안해']",neutral
"['오늘', '짭새', '구경']",neutral
"['누군가', '사람']",neutral
[],neutral
"['해피', '산책']",surprise
['목줄'],surprise
"['순간', '계신', '아저씨']",surprise
"['주변', '애완견', '때문', '위로']",surprise
"['지금', '진정', '걱정']",surprise
"['축하', '기분']",happiness
"['이번', '마라톤', '대회', '기록']",happiness
"['선수', '기록']",happiness
"['서로', '의지', '운동', '대회', '출전', '사람']",happiness
"['요즘', '주식', '후회']",sadness
"['친구', '하자', '연락']",sadness
"['주식', '바이오']",sadness
['처음'],sadness
"['지금', '손해']",sadness
[],surprise
"['하루', '종일', '화장실', '청소', '기분']",angry
"['곰팡이', '제거제', '제품']",angry
"['당장', '구매']",angry
"['쓰레기', '쓰레기통', '냄새', '나기']",disgust
"['내가', '순간']",disgust
[],disgust
"['다음', '조심']",disgust
"['영화', '음악', '다운', '프로젝트']",happiness
"['보험', '당장', '가입']",happiness
"['부탁', '우울', '기분']",angry
['크루'],happiness
"['짭새들', '우리', '동네']",neutral
['구경'],neutral
"['근처', '바리케이드', '치사']",neutral
"['오늘', '짭새', '구경']",neutral
"['요즘', '건강', '환절기', '비염', '심해']",neutral
[],neutral
"['내가', '생각', '고생']",angry
"['그거', '생각']",angry
"['내일', '친구', '무엇']",neutral
"['친구', '강남', '강남역']",neutral
"['오랜만', '친구', '양식']",neutral
"['애피타이저', '타이']",neutral
"['추천', '친구']",neutral
['프로젝트'],happiness
"['오늘', '최종', '발표']",happiness
['음악'],happiness
"['동안', '친구', '이번', '기회']",happiness
"['여행', '계획']",happiness
"['여기', '도난', '사건']",neutral
"['요즘', '거지', '이해']",angry
"['유튜버', '광고', '사과', '영상']",angry
"['유튜', '뒷광고', '광고', '실망', '배신']",angry
"['오늘', '짭새', '구경']",neutral
"['사과', '영상', '진실', '하나', '자기', '변명']",angry
"['거지', '나도']",neutral
"['이벤트', '당첨']",happiness
"['오늘', '짭새', '구경']",neutral
"['인플', '언서', '진행', '이벤트', '거기', '당첨']",happiness
"['내일', '온대', '우산']",neutral
"['완전', '건강']",neutral
"['당첨', '선물', '예전', '향수', '마음']",happiness
"['내일', '친구', '무엇']",neutral
"['주변', '사람', '이벤트', '당첨', '선물', '자랑']",happiness
['양식'],neutral
['샐러드'],neutral
"['휴가', '엉망']",angry
['나중'],neutral
"['이번', '일주일', '동안', '휴가', '기간', '비가', '온대']",angry
"['오랜만', '구들', '서해', '바다']",angry
['프로젝트'],happiness
[],happiness
"['그거', '오늘', '저녁']",happiness
['휴가'],happiness
[],sadness
[],sadness
"['완전', '하나']",sadness
['추천'],sadness
['완전'],sadness
"['이벤트', '당첨']",happiness
"['내가', '저번', '향수', '이벤트', '당첨']",happiness
"['내가', '당첨']",happiness
"['자랑', '아우', '기대']",happiness
"['그거', '때문', '스트레스', '지금']",angry
"['추천', '생각']",angry
"['요즘', '거지', '이해']",angry
"['유튜버들', '버들', '우리', '기고', '기고만장', '만장']",angry
"['뒷광고', '광고', '유튜브', '튜브']",angry
"['이번', '완전']",happiness
"['지금', '확인']",happiness
"['겠다', '그것']",happiness
[],sadness
"['음악', '기분']",sadness
"['화장실', '청소', '곰팡이']",angry
"['장마', '습기', '곰팡이', '신경']",angry
"['곰팡이', '제거제', '효과']",angry
"['곰팡이', '제거제', '효과', '구매']",angry
"['축하', '기분']",happiness
"['내가', '운동', '연습', '마라톤', '대회', '출전']",happiness
"['동안', '결승선', '통과', '순간', '기분']",happiness
['크루'],happiness
"['방향제', '냄새']",disgust
"['구매', '노트북', '도착']",happiness
"['만원', '노트북', '배송', '걱정', '오늘', '도착', '기분']",happiness
"['지금', '제품', '문제']",happiness
"['노트북', '사용', '보험', '가입', '생각', '겠어']",happiness
"['해피', '산책']",surprise
"['해피', '목줄']",surprise
"['해피', '때문']",surprise
"['마음', '진정']",surprise
"['요즘', '주식']",sadness
"['사람', '추천', '주식']",sadness
"['시간', '주식', '손해']",sadness
"['조금', '주식']",sadness
[],surprise
['천둥'],surprise
"['휴가', '엉망']",angry
